image,r,seed,wmax,n_cand,tpr,fpr,it,t_amf,t_solve,psnr,snr,mae,psnr_n,converged,gap,psnr_noisy,psnr_med3,psnr_med7,psnr_amf,snr_amf
pirate.tif,0.3,42,7,78651,0.9999872857651426,0.0,119,1.1825489000184461,4.038000000000466,35.51285294549717,29.064823088171256,1.409389171620687,30.290448954528294,True,0.00650152215956723,10.625766898498508,23.398164763724665,26.33521774209834,31.459050388148,25.011020530822087
pirate.tif,0.5,2026,9,130901,1.0,0.0,95,1.3911708000232466,5.517792800004827,32.14933828824864,25.701308430922726,2.665335342023413,29.133368711689776,True,0.008780542790290724,8.419031314311558,15.240583055975987,25.2189214543136,28.216209050612328,21.768179193286414
pirate.tif,0.5,7,9,131013,1.0,0.0,107,1.384284999978263,6.210498100001132,32.13435329611629,25.686323438790378,2.678293030592807,29.122097991031115,True,0.006213462082399701,8.418201023999885,15.284886693141628,25.309593137750706,28.279096424174725,21.831066566848815
pirate.tif,0.5,42,9,131309,1.0,0.0,97,1.3963086000003386,5.673815700021805,32.19175457812198,25.743724720796063,2.6700192197614117,29.18930029782334,True,0.009188521011026296,8.388001246817696,15.148711104387193,25.203138858136782,28.195570150856078,21.747540293530164
walkbridge.tif,0.3,2026,7,78794,1.0,0.0011331568223667723,91,0.8026317000039853,2.959711499977857,31.519694694052074,25.422899049764464,2.521174703158275,26.2992269557634,True,0.008327462777344863,10.482889846929702,21.827129538544582,22.56147932859581,27.739618101263424,21.642822456975814
walkbridge.tif,0.3,7,7,78305,0.9999487836107555,0.0011355980091717198,123,1.2471970999904443,4.270578799973009,31.494051963749904,25.39725631946229,2.5244863470066843,26.246549480177585,True,0.008958887428860862,10.507843945239035,21.82194728613236,22.59072502550312,27.634406017511527,21.537610373223917
walkbridge.tif,0.3,42,7,78854,0.9999237145908559,0.0011335644060776493,86,1.1903042999911122,2.807849400007399,31.436642422654444,25.33984677836683,2.528548334676483,26.225481445573248,True,0.004906343000328661,10.479987708453802,21.743542372860638,22.53585518741273,27.654709091684765,21.55791344739715
walkbridge.tif,0.5,2026,9,131052,1.0,0.0011505375524789893,86,1.4109633000043686,4.8934199000068475,28.351503817312242,22.254708173024625,4.705483866330852,25.340541129319718,True,0.009346509829072147,8.274614085109544,14.835122656552517,21.846572495284114,24.89439098339472,18.79759533910711
walkbridge.tif,0.5,7,9,131164,1.0,0.0011515202354897012,91,1.4552287999831606,5.297739300003741,28.273250732870892,22.176455088583282,4.745387702484588,25.26599803854246,True,0.006844033132722416,8.262243703015983,14.7744615248046,21.83190490513421,24.824299371645875,18.72750372735826
walkbridge.tif,0.5,42,9,131463,1.0,0.0011770550693621738,117,1.4368355000042357,6.805837699997937,28.25268034141007,22.155884697122453,4.7514742463361195,25.25531650894227,True,0.009647971022417323,8.26506120485863,14.746776320900803,21.797113958576382,24.78310693406323,18.68631128977562
